,make,model,year,fuel,hp,cylinders,trans,drive,doors,vsize,body,hwy_mpg,city_mpg,popularity,price,comb_mpg,log_hp,log_hwy_mpg,log_city_mpg,log_comb_mpg,log_popularity,log_price,ppp,mpg_ratio,mpg_per_hp
6412,Subaru,Legacy,2017,regular unleaded,175,4,automatic,all wheel drive,4,Midsize,Sedan,34,25,640,25995,29.5,2.2430380486862944,1.5314789170422551,1.3979400086720377,1.469822015978163,2.806179973983887,4.414889821769599,148.54285714285714,1.36,0.16857142857142857
6413,Subaru,Legacy,2017,regular unleaded,175,4,automatic,all wheel drive,4,Midsize,Sedan,34,25,640,28840,29.5,2.2430380486862944,1.5314789170422551,1.3979400086720377,1.469822015978163,2.806179973983887,4.459995256047391,164.8,1.36,0.16857142857142857
6430,Buick,LeSabre,2003,regular unleaded,205,6,automatic,front wheel drive,4,Large,Sedan,27,17,155,25645,22.0,2.311753861055754,1.4313637641589874,1.2304489213782739,1.3424226808222062,2.1903316981702914,4.4090027034017725,125.09756097560975,1.588235294117647,0.1073170731707317
6431,Buick,LeSabre,2003,regular unleaded,205,6,automatic,front wheel drive,4,Large,Sedan,27,17,155,31420,22.0,2.311753861055754,1.4313637641589874,1.2304489213782739,1.3424226808222062,2.1903316981702914,4.497206180703954,153.26829268292684,1.588235294117647,0.1073170731707317
6432,Buick,LeSabre,2004,regular unleaded,205,6,automatic,front wheel drive,4,Large,Sedan,27,18,155,26040,22.5,2.311753861055754,1.4313637641589874,1.255272505103306,1.3521825181113625,2.1903316981702914,4.415640979896154,127.02439024390245,1.5,0.10975609756097561
6433,Buick,LeSabre,2004,regular unleaded,205,6,automatic,front wheel drive,4,Large,Sedan,27,18,155,32085,22.5,2.311753861055754,1.4313637641589874,1.255272505103306,1.3521825181113625,2.1903316981702914,4.506302043627209,156.5121951219512,1.5,0.10975609756097561
6434,Buick,LeSabre,2005,regular unleaded,205,6,automatic,front wheel drive,4,Large,Sedan,27,18,155,26725,22.5,2.311753861055754,1.4313637641589874,1.255272505103306,1.3521825181113625,2.1903316981702914,4.426917713880815,130.3658536585366,1.5,0.10975609756097561
6435,Buick,LeSabre,2005,regular unleaded,205,6,automatic,front wheel drive,4,Large,Sedan,27,18,155,32385,22.5,2.311753861055754,1.4313637641589874,1.255272505103306,1.3521825181113625,2.1903316981702914,4.510343901389912,157.97560975609755,1.5,0.10975609756097561
6437,Maserati,Levante,2017,premium unleaded ,345,6,automatic,all wheel drive,4,Large,4dr SUV,20,14,238,72000,17.0,2.537819095073274,1.3010299956639813,1.146128035678238,1.2304489213782739,2.376576957056512,4.857332496431268,208.69565217391303,1.4285714285714286,0.04927536231884058
6441,Chrysler,LHS,2001,premium unleaded ,253,6,automatic,front wheel drive,4,Large,Sedan,24,16,1013,28680,20.0,2.403120521175818,1.380211241711606,1.2041199826559248,1.3010299956639813,3.0056094453602804,4.457579146995762,113.3596837944664,1.5,0.07905138339920949
6451,Land Rover,LR2,2013,premium unleaded ,240,4,automatic,all wheel drive,4,Compact,4dr SUV,24,17,258,36400,20.5,2.380211241711606,1.380211241711606,1.2304489213782739,1.3117538610557542,2.41161970596323,4.561101383649056,151.66666666666666,1.411764705882353,0.08541666666666667
6452,Land Rover,LR2,2013,premium unleaded ,240,4,automatic,all wheel drive,4,Compact,4dr SUV,24,17,258,41500,20.5,2.380211241711606,1.380211241711606,1.2304489213782739,1.3117538610557542,2.41161970596323,4.6180480967120925,172.91666666666666,1.411764705882353,0.08541666666666667
6453,Land Rover,LR2,2013,premium unleaded ,240,4,automatic,all wheel drive,4,Compact,4dr SUV,24,17,258,38900,20.5,2.380211241711606,1.380211241711606,1.2304489213782739,1.3117538610557542,2.41161970596323,4.589949601325708,162.08333333333334,1.411764705882353,0.08541666666666667
6454,Land Rover,LR2,2014,premium unleaded ,240,4,automatic,all wheel drive,4,Compact,4dr SUV,24,17,258,36600,20.5,2.380211241711606,1.380211241711606,1.2304489213782739,1.3117538610557542,2.41161970596323,4.563481085394411,152.5,1.411764705882353,0.08541666666666667
6455,Land Rover,LR2,2014,premium unleaded ,240,4,automatic,all wheel drive,4,Compact,4dr SUV,24,17,258,39100,20.5,2.380211241711606,1.380211241711606,1.2304489213782739,1.3117538610557542,2.41161970596323,4.592176757395867,162.91666666666666,1.411764705882353,0.08541666666666667
6456,Land Rover,LR2,2014,premium unleaded ,240,4,automatic,all wheel drive,4,Compact,4dr SUV,24,17,258,41700,20.5,2.380211241711606,1.380211241711606,1.2304489213782739,1.3117538610557542,2.41161970596323,4.620136054973758,173.75,1.411764705882353,0.08541666666666667
6457,Land Rover,LR2,2015,premium unleaded ,240,4,automatic,all wheel drive,4,Compact,4dr SUV,24,17,258,36600,20.5,2.380211241711606,1.380211241711606,1.2304489213782739,1.3117538610557542,2.41161970596323,4.563481085394411,152.5,1.411764705882353,0.08541666666666667
6458,Land Rover,LR2,2015,premium unleaded ,240,4,automatic,all wheel drive,4,Compact,4dr SUV,24,17,258,39100,20.5,2.380211241711606,1.380211241711606,1.2304489213782739,1.3117538610557542,2.41161970596323,4.592176757395867,162.91666666666666,1.411764705882353,0.08541666666666667
6459,Land Rover,LR2,2015,premium unleaded ,240,4,automatic,all wheel drive,4,Compact,4dr SUV,24,17,258,41700,20.5,2.380211241711606,1.380211241711606,1.2304489213782739,1.3117538610557542,2.41161970596323,4.620136054973758,173.75,1.411764705882353,0.08541666666666667
6460,Land Rover,LR3,2008,premium unleaded ,300,8,automatic,four wheel drive,4,Midsize,4dr SUV,17,12,258,48525,14.5,2.4771212547196626,1.2304489213782739,1.0791812460476249,1.1613680022349748,2.41161970596323,4.685965544060401,161.75,1.4166666666666667,0.04833333333333333
6461,Land Rover,LR3,2008,premium unleaded ,300,8,automatic,four wheel drive,4,Midsize,4dr SUV,17,12,258,54025,14.5,2.4771212547196626,1.2304489213782739,1.0791812460476249,1.1613680022349748,2.41161970596323,4.732594775555279,180.08333333333334,1.4166666666666667,0.04833333333333333
6462,Land Rover,LR3,2009,premium unleaded ,300,8,automatic,four wheel drive,4,Midsize,4dr SUV,17,12,258,45975,14.5,2.4771212547196626,1.2304489213782739,1.0791812460476249,1.1613680022349748,2.41161970596323,4.662521737910115,153.25,1.4166666666666667,0.04833333333333333
6463,Land Rover,LR4,2014,premium unleaded ,340,6,automatic,four wheel drive,4,Midsize,4dr SUV,19,14,258,49700,16.5,2.531478917042255,1.2787536009528289,1.146128035678238,1.2174839442139063,2.41161970596323,4.696356388733332,146.1764705882353,1.3571428571428572,0.04852941176470588
6464,Land Rover,LR4,2014,premium unleaded ,340,6,automatic,four wheel drive,4,Midsize,4dr SUV,19,14,258,59900,16.5,2.531478917042255,1.2787536009528289,1.146128035678238,1.2174839442139063,2.41161970596323,4.7774268223893115,176.1764705882353,1.3571428571428572,0.04852941176470588
6465,Land Rover,LR4,2014,premium unleaded ,340,6,automatic,four wheel drive,4,Midsize,4dr SUV,19,14,258,54600,16.5,2.531478917042255,1.2787536009528289,1.146128035678238,1.2174839442139063,2.41161970596323,4.737192642704737,160.58823529411765,1.3571428571428572,0.04852941176470588
6466,Land Rover,LR4,2014,premium unleaded ,340,6,automatic,four wheel drive,4,Midsize,4dr SUV,19,14,258,69279,16.5,2.531478917042255,1.2787536009528289,1.146128035678238,1.2174839442139063,2.41161970596323,4.840601610279263,203.76176470588234,1.3571428571428572,0.04852941176470588
6467,Land Rover,LR4,2015,premium unleaded ,340,6,automatic,four wheel drive,4,Midsize,4dr SUV,19,14,258,60600,16.5,2.531478917042255,1.2787536009528289,1.146128035678238,1.2174839442139063,2.41161970596323,4.782472624166286,178.23529411764707,1.3571428571428572,0.04852941176470588
6468,Land Rover,LR4,2015,premium unleaded ,340,6,automatic,four wheel drive,4,Midsize,4dr SUV,19,14,258,50400,16.5,2.531478917042255,1.2787536009528289,1.146128035678238,1.2174839442139063,2.41161970596323,4.702430536445525,148.23529411764707,1.3571428571428572,0.04852941176470588
6469,Land Rover,LR4,2015,premium unleaded ,340,6,automatic,four wheel drive,4,Midsize,4dr SUV,19,14,258,55300,16.5,2.531478917042255,1.2787536009528289,1.146128035678238,1.2174839442139063,2.41161970596323,4.742725131304698,162.64705882352942,1.3571428571428572,0.04852941176470588
6470,Land Rover,LR4,2016,premium unleaded ,340,6,automatic,four wheel drive,4,Midsize,4dr SUV,19,15,258,50400,17.0,2.531478917042255,1.2787536009528289,1.1760912590556813,1.2304489213782739,2.41161970596323,4.702430536445525,148.23529411764707,1.2666666666666666,0.05
6471,Land Rover,LR4,2016,premium unleaded ,340,6,automatic,four wheel drive,4,Midsize,4dr SUV,19,15,258,55300,17.0,2.531478917042255,1.2787536009528289,1.1760912590556813,1.2304489213782739,2.41161970596323,4.742725131304698,162.64705882352942,1.2666666666666666,0.05
6472,Land Rover,LR4,2016,premium unleaded ,340,6,automatic,four wheel drive,4,Midsize,4dr SUV,19,15,258,60600,17.0,2.531478917042255,1.2787536009528289,1.1760912590556813,1.2304489213782739,2.41161970596323,4.782472624166286,178.23529411764707,1.2666666666666666,0.05
6476,Lexus,LS 430,2004,premium unleaded ,290,8,automatic,rear wheel drive,4,Large,Sedan,23,16,454,55375,19.5,2.462397997898956,1.3617278360175928,1.2041199826559248,1.290034611362518,2.6570558528571038,4.743313739231126,190.94827586206895,1.4375,0.06724137931034482
6477,Lexus,LS 430,2005,premium unleaded ,290,8,automatic,rear wheel drive,4,Large,Sedan,23,16,454,56225,19.5,2.462397997898956,1.3617278360175928,1.2041199826559248,1.290034611362518,2.6570558528571038,4.7499294641076695,193.8793103448276,1.4375,0.06724137931034482
6478,Lexus,LS 430,2006,premium unleaded ,278,8,automatic,rear wheel drive,4,Large,Sedan,23,16,454,56525,19.5,2.444044795918076,1.3617278360175928,1.2041199826559248,1.290034611362518,2.6570558528571038,4.752240571017397,203.3273381294964,1.4375,0.07014388489208633
6482,Lexus,LS 460,2015,premium unleaded ,386,8,automatic,rear wheel drive,4,Large,Sedan,24,16,454,72520,20.0,2.586587304671755,1.380211241711606,1.2041199826559248,1.3010299956639813,2.6570558528571038,4.860457795423471,187.87564766839378,1.5,0.05181347150259067
6487,Lexus,LS 460,2016,premium unleaded ,386,8,automatic,rear wheel drive,4,Large,Sedan,24,16,454,72520,20.0,2.586587304671755,1.380211241711606,1.2041199826559248,1.3010299956639813,2.6570558528571038,4.860457795423471,187.87564766839378,1.5,0.05181347150259067
6490,Lexus,LS 460,2017,premium unleaded ,386,8,automatic,rear wheel drive,4,Large,Sedan,24,16,454,72520,20.0,2.586587304671755,1.380211241711606,1.2041199826559248,1.3010299956639813,2.6570558528571038,4.860457795423471,187.87564766839378,1.5,0.05181347150259067
6496,Lincoln,LS,2004,premium unleaded ,232,6,automatic,rear wheel drive,4,Midsize,Sedan,24,17,61,36770,20.5,2.3654879848909,1.380211241711606,1.2304489213782739,1.3117538610557542,1.7853298350107671,4.565493629868862,158.49137931034483,1.411764705882353,0.08836206896551724
6497,Lincoln,LS,2004,premium unleaded ,280,8,automatic,rear wheel drive,4,Midsize,Sedan,23,15,61,43370,19.0,2.4471580313422194,1.3617278360175928,1.1760912590556813,1.2787536009528289,1.7853298350107671,4.6371894221487615,154.89285714285714,1.5333333333333334,0.06785714285714285
6498,Lincoln,LS,2004,premium unleaded ,232,6,automatic,rear wheel drive,4,Midsize,Sedan,24,17,61,36140,20.5,2.3654879848909,1.380211241711606,1.2304489213782739,1.3117538610557542,1.7853298350107671,4.557988148224913,155.77586206896552,1.411764705882353,0.08836206896551724
6499,Lincoln,LS,2004,premium unleaded ,280,8,automatic,rear wheel drive,4,Midsize,Sedan,23,15,61,39970,19.0,2.4471580313422194,1.3617278360175928,1.1760912590556813,1.2787536009528289,1.7853298350107671,4.601734148260105,142.75,1.5333333333333334,0.06785714285714285
6500,Lincoln,LS,2004,premium unleaded ,232,6,automatic,rear wheel drive,4,Midsize,Sedan,24,17,61,32370,20.5,2.3654879848909,1.380211241711606,1.2304489213782739,1.3117538610557542,1.7853298350107671,4.510142699402573,139.52586206896552,1.411764705882353,0.08836206896551724
6501,Lincoln,LS,2005,premium unleaded ,280,8,automatic,rear wheel drive,4,Midsize,Sedan,22,16,61,43590,19.0,2.4471580313422194,1.3424226808222062,1.2041199826559248,1.2787536009528289,1.7853298350107671,4.639386869017684,155.67857142857142,1.375,0.06785714285714285
6502,Lincoln,LS,2005,premium unleaded ,232,6,automatic,rear wheel drive,4,Midsize,Sedan,24,17,61,32640,20.5,2.3654879848909,1.380211241711606,1.2304489213782739,1.3117538610557542,1.7853298350107671,4.513750150081823,140.68965517241378,1.411764705882353,0.08836206896551724
6503,Lincoln,LS,2005,premium unleaded ,232,6,automatic,rear wheel drive,4,Midsize,Sedan,24,17,61,36360,20.5,2.3654879848909,1.380211241711606,1.2304489213782739,1.3117538610557542,1.7853298350107671,4.56062387454993,156.72413793103448,1.411764705882353,0.08836206896551724
6504,Lincoln,LS,2005,premium unleaded ,232,6,automatic,rear wheel drive,4,Midsize,Sedan,24,17,61,36990,20.5,2.3654879848909,1.380211241711606,1.2304489213782739,1.3117538610557542,1.7853298350107671,4.5680843313153945,159.43965517241378,1.411764705882353,0.08836206896551724
6505,Lincoln,LS,2005,premium unleaded ,280,8,automatic,rear wheel drive,4,Midsize,Sedan,22,16,61,40190,19.0,2.4471580313422194,1.3424226808222062,1.2041199826559248,1.2787536009528289,1.7853298350107671,4.604118006192035,143.53571428571428,1.375,0.06785714285714285
6506,Lincoln,LS,2006,regular unleaded,280,8,automatic,rear wheel drive,4,Midsize,Sedan,23,16,61,39285,19.5,2.4471580313422194,1.3617278360175928,1.2041199826559248,1.290034611362518,1.7853298350107671,4.5942267574809135,140.30357142857142,1.4375,0.06964285714285715
6526,Buick,Lucerne,2009,premium unleaded ,292,8,automatic,front wheel drive,4,Large,Sedan,22,15,155,40205,18.5,2.4653828514484184,1.3424226808222062,1.1760912590556813,1.2671717284030137,2.1903316981702914,4.604280066452104,137.68835616438355,1.4666666666666666,0.06335616438356165
6527,Buick,Lucerne,2009,flex-fuel ,227,6,automatic,front wheel drive,4,Large,Sedan,26,17,155,32520,21.5,2.3560258571931225,1.414973347970818,1.2304489213782739,1.3324384599156054,2.1903316981702914,4.5121505369220305,143.25991189427313,1.5294117647058822,0.0947136563876652
6528,Buick,Lucerne,2009,flex-fuel ,227,6,automatic,front wheel drive,4,Large,Sedan,26,17,155,29265,21.5,2.3560258571931225,1.414973347970818,1.2304489213782739,1.3324384599156054,2.1903316981702914,4.466348528450199,128.92070484581498,1.5294117647058822,0.0947136563876652
6529,Buick,Lucerne,2009,flex-fuel ,227,6,automatic,front wheel drive,4,Large,Sedan,26,17,155,35770,21.5,2.3560258571931225,1.414973347970818,1.2304489213782739,1.3324384599156054,2.1903316981702914,4.55351894014897,157.5770925110132,1.5294117647058822,0.0947136563876652
6530,Buick,Lucerne,2009,flex-fuel ,227,6,automatic,front wheel drive,4,Large,Sedan,26,17,155,33120,21.5,2.3560258571931225,1.414973347970818,1.2304489213782739,1.3324384599156054,2.1903316981702914,4.520090328112842,145.90308370044053,1.5294117647058822,0.0947136563876652
6531,Buick,Lucerne,2009,flex-fuel ,227,6,automatic,front wheel drive,4,Large,Sedan,26,17,155,35270,21.5,2.3560258571931225,1.414973347970818,1.2304489213782739,1.3324384599156054,2.1903316981702914,4.547405459667489,155.37444933920705,1.5294117647058822,0.0947136563876652
6532,Buick,Lucerne,2009,flex-fuel ,227,6,automatic,front wheel drive,4,Large,Sedan,26,17,155,30770,21.5,2.3560258571931225,1.414973347970818,1.2304489213782739,1.3324384599156054,2.1903316981702914,4.488127496247459,135.55066079295153,1.5294117647058822,0.0947136563876652
6533,Buick,Lucerne,2009,flex-fuel ,227,6,automatic,front wheel drive,4,Large,Sedan,26,17,155,34670,21.5,2.3560258571931225,1.414973347970818,1.2304489213782739,1.3324384599156054,2.1903316981702914,4.539953841656397,152.73127753303964,1.5294117647058822,0.0947136563876652
6534,Buick,Lucerne,2010,flex-fuel ,227,6,automatic,front wheel drive,4,Large,Sedan,26,17,155,35730,21.5,2.3560258571931225,1.414973347970818,1.2304489213782739,1.3324384599156054,2.1903316981702914,4.5530330162024395,157.40088105726872,1.5294117647058822,0.0947136563876652
6535,Buick,Lucerne,2010,flex-fuel ,227,6,automatic,front wheel drive,4,Large,Sedan,26,17,155,30930,21.5,2.3560258571931225,1.414973347970818,1.2304489213782739,1.3324384599156054,2.1903316981702914,4.490379920003179,136.2555066079295,1.5294117647058822,0.0947136563876652
6536,Buick,Lucerne,2010,flex-fuel ,227,6,automatic,front wheel drive,4,Large,Sedan,26,17,155,34830,21.5,2.3560258571931225,1.414973347970818,1.2304489213782739,1.3324384599156054,2.1903316981702914,4.541953474458237,153.43612334801762,1.5294117647058822,0.0947136563876652
6537,Buick,Lucerne,2010,flex-fuel ,227,6,automatic,front wheel drive,4,Large,Sedan,26,17,155,33230,21.5,2.3560258571931225,1.414973347970818,1.2304489213782739,1.3324384599156054,2.1903316981702914,4.521530341278711,146.3876651982379,1.5294117647058822,0.0947136563876652
6538,Buick,Lucerne,2010,flex-fuel ,227,6,automatic,front wheel drive,4,Large,Sedan,26,17,155,32730,21.5,2.3560258571931225,1.414973347970818,1.2304489213782739,1.3324384599156054,2.1903316981702914,4.514946005308004,144.1850220264317,1.5294117647058822,0.0947136563876652
6539,Buick,Lucerne,2010,premium unleaded ,292,8,automatic,front wheel drive,4,Large,Sedan,22,15,155,42515,18.5,2.4653828514484184,1.3424226808222062,1.1760912590556813,1.2671717284030137,2.1903316981702914,4.628542183412569,145.59931506849315,1.4666666666666666,0.06335616438356165
6540,Buick,Lucerne,2010,flex-fuel ,227,6,automatic,front wheel drive,4,Large,Sedan,26,17,155,29230,21.5,2.3560258571931225,1.414973347970818,1.2304489213782739,1.3324384599156054,2.1903316981702914,4.465828815357437,128.76651982378854,1.5294117647058822,0.0947136563876652
6541,Buick,Lucerne,2010,flex-fuel ,227,6,automatic,front wheel drive,4,Large,Sedan,26,17,155,35625,21.5,2.3560258571931225,1.414973347970818,1.2304489213782739,1.3324384599156054,2.1903316981702914,4.5517548730165664,156.93832599118943,1.5294117647058822,0.0947136563876652
6542,Buick,Lucerne,2010,flex-fuel ,227,6,automatic,front wheel drive,4,Large,Sedan,26,17,155,36230,21.5,2.3560258571931225,1.414973347970818,1.2304489213782739,1.3324384599156054,2.1903316981702914,4.559068334034537,159.60352422907488,1.5294117647058822,0.0947136563876652
6543,Buick,Lucerne,2011,flex-fuel ,227,6,automatic,front wheel drive,4,Large,Sedan,27,17,155,29730,22.0,2.3560258571931225,1.4313637641589874,1.2304489213782739,1.3424226808222062,2.1903316981702914,4.4731949092049375,130.9691629955947,1.588235294117647,0.09691629955947137
6544,Buick,Lucerne,2011,flex-fuel ,227,6,automatic,front wheel drive,4,Large,Sedan,27,17,155,35675,22.0,2.3560258571931225,1.4313637641589874,1.2304489213782739,1.3424226808222062,2.1903316981702914,4.5523639817866846,157.15859030837004,1.588235294117647,0.09691629955947137
6545,Buick,Lucerne,2011,flex-fuel ,227,6,automatic,front wheel drive,4,Large,Sedan,27,17,155,33130,22.0,2.3560258571931225,1.4313637641589874,1.2304489213782739,1.3424226808222062,2.1903316981702914,4.52022143588196,145.94713656387665,1.588235294117647,0.09691629955947137
6546,Buick,Lucerne,2011,premium unleaded ,292,8,automatic,front wheel drive,4,Large,Sedan,23,15,155,44460,19.0,2.4653828514484184,1.3617278360175928,1.1760912590556813,1.2787536009528289,2.1903316981702914,4.647969458362971,152.26027397260273,1.5333333333333334,0.06506849315068493
6557,Chevrolet,Lumina,2001,regular unleaded,175,6,automatic,front wheel drive,4,Midsize,Sedan,26,18,1385,18890,22.0,2.2430380486862944,1.414973347970818,1.255272505103306,1.3424226808222062,3.1414497734004674,4.2762319579218335,107.94285714285714,1.4444444444444444,0.12571428571428572
6560,Lexus,LX 470,2005,regular unleaded,235,8,automatic,four wheel drive,4,Midsize,4dr SUV,16,12,454,65225,14.0,2.3710678622717363,1.2041199826559248,1.0791812460476249,1.146128035678238,2.6570558528571038,4.814414087772258,277.5531914893617,1.3333333333333333,0.059574468085106386
6561,Lexus,LX 470,2006,regular unleaded,275,8,automatic,four wheel drive,4,Midsize,4dr SUV,15,12,454,67395,13.5,2.439332693830263,1.1760912590556813,1.0791812460476249,1.130333768495006,2.6570558528571038,4.828627677648707,245.07272727272726,1.25,0.04909090909090909
6562,Lexus,LX 470,2007,regular unleaded,268,8,automatic,four wheel drive,4,Midsize,4dr SUV,15,12,454,67395,13.5,2.428134794028789,1.1760912590556813,1.0791812460476249,1.130333768495006,2.6570558528571038,4.828627677648707,251.47388059701493,1.25,0.05037313432835821
6566,Mercedes-Benz,M-Class,2013,diesel,240,6,automatic,all wheel drive,4,Midsize,4dr SUV,28,20,617,51270,24.0,2.380211241711606,1.4471580313422192,1.3010299956639813,1.380211241711606,2.7902851640332416,4.7098633174404,213.625,1.4,0.1
6568,Mercedes-Benz,M-Class,2013,premium unleaded ,402,8,automatic,all wheel drive,4,Midsize,4dr SUV,20,14,617,58800,17.0,2.60422605308447,1.3010299956639813,1.146128035678238,1.2304489213782739,2.7902851640332416,4.769377326076138,146.26865671641792,1.4285714285714286,0.04228855721393035
6569,Mercedes-Benz,M-Class,2013,premium unleaded ,302,6,automatic,all wheel drive,4,Midsize,4dr SUV,23,18,617,49770,20.5,2.4800069429571505,1.3617278360175928,1.255272505103306,1.3117538610557542,2.7902851640332416,4.696967640744023,164.80132450331126,1.2777777777777777,0.06788079470198675
6570,Mercedes-Benz,M-Class,2013,premium unleaded ,302,6,automatic,rear wheel drive,4,Midsize,4dr SUV,23,18,617,47270,20.5,2.4800069429571505,1.3617278360175928,1.255272505103306,1.3117538610557542,2.7902851640332416,4.674585602302914,156.52317880794703,1.2777777777777777,0.06788079470198675
6572,Mercedes-Benz,M-Class,2014,diesel,240,6,automatic,all wheel drive,4,Midsize,4dr SUV,28,20,617,51790,24.0,2.380211241711606,1.4471580313422192,1.3010299956639813,1.380211241711606,2.7902851640332416,4.714245911017894,215.79166666666666,1.4,0.1
6573,Mercedes-Benz,M-Class,2014,premium unleaded ,302,6,automatic,all wheel drive,4,Midsize,4dr SUV,22,17,617,50290,19.5,2.4800069429571505,1.3424226808222062,1.2304489213782739,1.290034611362518,2.7902851640332416,4.701481635620927,166.52317880794703,1.2941176470588236,0.06456953642384106
6574,Mercedes-Benz,M-Class,2014,premium unleaded ,402,8,automatic,all wheel drive,4,Midsize,4dr SUV,19,14,617,59450,16.5,2.60422605308447,1.2787536009528289,1.146128035678238,1.2174839442139063,2.7902851640332416,4.774151858954711,147.8855721393035,1.3571428571428572,0.041044776119402986
6575,Mercedes-Benz,M-Class,2014,premium unleaded ,302,6,automatic,rear wheel drive,4,Midsize,4dr SUV,24,18,617,47790,21.0,2.4800069429571505,1.380211241711606,1.255272505103306,1.3222192947339193,2.7902851640332416,4.679337030520794,158.24503311258277,1.3333333333333333,0.0695364238410596
6576,Mercedes-Benz,M-Class,2015,premium unleaded ,329,6,automatic,all wheel drive,4,Midsize,4dr SUV,22,18,617,62900,20.0,2.5171958979499744,1.3424226808222062,1.255272505103306,1.3010299956639813,2.7902851640332416,4.798650645445269,191.1854103343465,1.2222222222222223,0.060790273556231005
6577,Mercedes-Benz,M-Class,2015,premium unleaded ,302,6,automatic,rear wheel drive,4,Midsize,4dr SUV,24,18,617,48300,21.0,2.4800069429571505,1.380211241711606,1.255272505103306,1.3222192947339193,2.7902851640332416,4.683947130751513,159.9337748344371,1.3333333333333333,0.0695364238410596
6580,Mercedes-Benz,M-Class,2015,premium unleaded ,302,6,automatic,all wheel drive,4,Midsize,4dr SUV,22,17,617,50800,19.5,2.4800069429571505,1.3424226808222062,1.2304489213782739,1.290034611362518,2.7902851640332416,4.705863712283919,168.21192052980132,1.2941176470588236,0.06456953642384106
6581,BMW,M2,2016,premium unleaded ,365,6,manual,rear wheel drive,2,Compact,Coupe,26,18,3916,51700,22.0,2.5622928644564746,1.414973347970818,1.255272505103306,1.3424226808222062,3.5928426831311002,4.713490543093942,141.64383561643837,1.4444444444444444,0.06027397260273973
6582,BMW,M2,2017,premium unleaded ,365,6,manual,rear wheel drive,2,Compact,Coupe,26,18,3916,51700,22.0,2.5622928644564746,1.414973347970818,1.255272505103306,1.3424226808222062,3.5928426831311002,4.713490543093942,141.64383561643837,1.4444444444444444,0.06027397260273973
6588,Infiniti,M35,2008,premium unleaded ,275,6,automatic,rear wheel drive,4,Large,Sedan,23,16,190,43900,19.5,2.439332693830263,1.3617278360175928,1.2041199826559248,1.290034611362518,2.278753600952829,4.642464520242122,159.63636363636363,1.4375,0.07090909090909091
6589,Infiniti,M35,2008,premium unleaded ,275,6,automatic,all wheel drive,4,Large,Sedan,22,16,190,45650,19.0,2.439332693830263,1.3424226808222062,1.2041199826559248,1.2787536009528289,2.278753600952829,4.659440781870318,166.0,1.375,0.06909090909090909
6590,Infiniti,M35,2009,premium unleaded ,303,6,automatic,rear wheel drive,4,Large,Sedan,25,17,190,45800,21.0,2.481442628502305,1.3979400086720377,1.2304489213782739,1.3222192947339193,2.278753600952829,4.66086547800387,151.15511551155114,1.4705882352941178,0.06930693069306931
6591,Infiniti,M35,2009,premium unleaded ,275,6,automatic,all wheel drive,4,Large,Sedan,22,16,190,47950,19.0,2.439332693830263,1.3424226808222062,1.2041199826559248,1.2787536009528289,2.278753600952829,4.680788611506682,174.36363636363637,1.375,0.06909090909090909
6592,Infiniti,M35,2010,premium unleaded ,303,6,automatic,rear wheel drive,4,Large,Sedan,25,17,190,45800,21.0,2.481442628502305,1.3979400086720377,1.2304489213782739,1.3222192947339193,2.278753600952829,4.66086547800387,151.15511551155114,1.4705882352941178,0.06930693069306931
6593,Infiniti,M35,2010,premium unleaded ,303,6,automatic,all wheel drive,4,Large,Sedan,22,16,190,47950,19.0,2.481442628502305,1.3424226808222062,1.2041199826559248,1.2787536009528289,2.278753600952829,4.680788611506682,158.25082508250824,1.375,0.0627062706270627
6594,Infiniti,M37,2011,premium unleaded ,330,6,automatic,all wheel drive,4,Large,Sedan,24,17,190,49200,20.5,2.5185139398778875,1.380211241711606,1.2304489213782739,1.3117538610557542,2.278753600952829,4.691965102767361,149.0909090909091,1.411764705882353,0.06212121212121212
6595,Infiniti,M37,2011,premium unleaded ,330,6,automatic,rear wheel drive,4,Large,Sedan,26,18,190,47050,22.0,2.5185139398778875,1.414973347970818,1.255272505103306,1.3424226808222062,2.278753600952829,4.672559627763276,142.57575757575756,1.4444444444444444,0.06666666666666667
6596,BMW,M3,2015,premium unleaded ,425,6,manual,rear wheel drive,4,Midsize,Sedan,26,17,3916,62000,21.5,2.6283889300503116,1.414973347970818,1.2304489213782739,1.3324384599156054,3.5928426831311002,4.7923916894982534,145.88235294117646,1.5294117647058822,0.05058823529411765
6597,BMW,M3,2016,premium unleaded ,425,6,manual,rear wheel drive,4,Midsize,Sedan,26,17,3916,63500,21.5,2.6283889300503116,1.414973347970818,1.2304489213782739,1.3324384599156054,3.5928426831311002,4.802773725291976,149.41176470588235,1.5294117647058822,0.05058823529411765
6598,BMW,M3,2017,premium unleaded ,425,6,manual,rear wheel drive,4,Midsize,Sedan,26,17,3916,64000,21.5,2.6283889300503116,1.414973347970818,1.2304489213782739,1.3324384599156054,3.5928426831311002,4.8061799739838875,150.58823529411765,1.5294117647058822,0.05058823529411765
6600,Infiniti,M45,2008,premium unleaded ,325,8,automatic,rear wheel drive,4,Large,Sedan,21,16,190,50250,18.5,2.5118833609788744,1.3222192947339193,1.2041199826559248,1.2671717284030137,2.278753600952829,4.701136066092526,154.6153846153846,1.3125,0.05692307692307692
